Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
MUS 3127W,Music History II: Tonal Era,,06/26/18 4:04 am,06/25/18 2:38 pm,Music History II: Tonal Era,Music History II: Tonal Era,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/6377/blank.pdf'],,,,ESIA: Humanities (ESHC),,,,
MUS 3139W,Form and Analysis,,07/04/17 4:03 am,03/08/21 2:53 pm,Form and Analysis,Form and Analysis,,,['https://next.bulletin.gwu.edu/courseadmin/6379/blank.pdf'],,,,,,,,Changes saved but not submitted
MUS 3175W,Topics in Music History and Literature,,07/03/18 4:04 am,03/08/21 2:53 pm,Topics in Music History and Literature,Topics in Music History & Lit,,TRDA 2185 - Trends in Performance - Action into Art,['https://next.bulletin.gwu.edu/courseadmin/6382/Place%20Holder.pdf'],,,,ESIA: Humanities (ESHC),,,,Changes saved but not submitted
MUS 4199W,Independent Research,,06/26/18 4:04 am,03/08/21 2:54 pm,Independent Research,Independent Research,,,['https://next.bulletin.gwu.edu/courseadmin/6385/Blank.docx'],,,,,,,,Changes saved but not submitted
NDSB 6215,Dentistry and the Law,,05/24/14 4:43 am,03/20/14 2:07 pm,Dentistry and the Law,Dentistry and the Law,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
NSC 4176W,Leadership and Ethics,,,,Leadership and Ethics,Leadership and Ethics,,,[],,,,,,,,
NURS 4205W,Nurse's Role in Health Care Policy,,06/18/21 4:06 am,05/25/21 4:20 pm,Nurse's Role in Health Care Policy,Nurses Role Health Care Policy,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/26349/NURS%204205W%20Syllabus.docx'],,,,,,,Julia Collett (julia_collett) (05/25/21 4:20 pm): Julia Collett approved for Gina Harris.,
NURS 4207W,Principles of Nursing Research and Evidence-Based Practice,,03/22/22 4:05 am,03/16/22 11:46 am,Principles of Nursing Research and Evidence-Based Practice,Prin of Nurs Res and EBP,Summer 2022,,['https://next.bulletin.gwu.edu/courseadmin/26482/NURS%204207W%20Syllabus%20Summer%202022%20Syllabus.pdf'],,,,,,Converting existing NURS 4207 to a WID course.,Phil Troutman (trout) (03/14/22 11:07 pm): Approving for WID. Syllabus + WID New Course Proposal form together cover all WID requirements.,
NURS 3110,Transition into the Nursing Profession,,08/11/17 4:02 am,06/26/17 9:45 am,Transition into the Nursing Profession,Transition: Nursing Profession,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6296/NURS%203110%20Spring%202015.doc'],,,,,,,,Course Deactivation Proposal
ORSC 2046W,Global Organizations,,03/15/23 4:02 am,02/03/23 12:12 pm,Global Organizations,Global Organizations,Summer 2023,,['https://next.bulletin.gwu.edu/courseadmin/26569/Spring%202023-%20Syl-%202046%20Final%20Draft%202.docx'],,,,,,"ORSC 2046 has been approved as a WID course for Spring 2023. Please change the course to a WID Course, with a course number ORSC 2046W.","Phil Troutman (trout) (01/10/23 4:15 pm): Approving for WID criteria.
Gina Harris (gharris) (01/27/23 12:35 pm): emailed initiator: the due date for the final paper is May 11 in one place and May 5 in another. Please send me a corrected version and I will upload it to the courseleaf form. (Also note re: department's comment, this is not a course change it is a new course proposal.)
Gina Harris (gharris) (02/03/23 12:12 pm): Uploaded syllabus edited to add hours in direct instruction to the hours in independent learning statement.",
ORSC 4197W,Senior Research Seminar,,06/25/19 4:05 am,06/20/19 11:48 am,Senior Research Seminar,Senior Research Seminar,Summer 2019,ORSC 4197 - Senior Research Seminar,['https://next.bulletin.gwu.edu/courseadmin/6428/NILS%20OLSEN%20ORSC%204197W.pdf'],,,,,,,,
PERS 3002W,Media Persian,,04/18/16 5:34 am,01/16/20 12:43 pm,Media Persian,Media Persian,,,['https://next.bulletin.gwu.edu/courseadmin/10150/PERS%203002-Media%20PersianSpring2016%20(WID)%20rev.pdf'],,,,ESIA: Middle East concentration (ERCE),,Re-formatted learning objectives.,,Changes saved but not submitted
PERS 3502W,Post-Revolutionary Iranian Cinema,,04/18/16 5:35 am,01/16/20 12:46 pm,Post-Revolutionary Iranian Cinema,Post-Revolution Iranian Cinema,,,['https://next.bulletin.gwu.edu/courseadmin/10151/IranianCinema-Spring%202016%20syllabus%20(WID).pdf'],,,,ESIA: Middle East concentration (ERCE),,Re-formatted learning objectives.,,Changes saved but not submitted
PHIL 0701W,To Be Announced,,05/24/14 4:43 am,04/03/14 11:05 am,To Be Announced,To Be Announced,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
PHIL 1051W,Hist Intro-Western Philosophy,,05/24/14 4:50 am,04/03/14 11:16 am,Hist Intro-Western Philosophy,Hist Intro-Western Philosophy,Summer 2014,,[],University general education: Critical analysis in the humanities (CAH),,,ESIA: Humanities (ESHC),,,,Course Deactivation Proposal
PHIL 2111W,History of Ancient Philosophy,,07/04/17 4:03 am,06/30/17 1:07 pm,History of Ancient Philosophy,History of Ancient Philosophy,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6815/blank.pdf'],,,,,,,,
PHIL 2124W,Philosophies of Disability,,07/04/17 4:02 am,06/30/17 1:12 pm,Philosophies of Disability,Philosophies of Disability,Fall 2017,PHIL 2124 - Philosophies of Disability,"['https://next.bulletin.gwu.edu/courseadmin/6488/PHIL%202124W%20Grading%20Template%20for%20Oral%20Communication.doc', 'https://next.bulletin.gwu.edu/courseadmin/6488/phil%202124%20syllabus.docx']",University general education: Critical analysis in the humanities (CAH),CCOM,,,,,,
PHIL 2125W,Philosophy of Race and Gender,,07/04/17 4:03 am,08/01/22 4:16 pm,Philosophy of Race and Gender,Philosophy of Race and Gender,Summer 2022,,"['https://next.bulletin.gwu.edu/courseadmin/6818/blank.pdf', 'https://next.bulletin.gwu.edu/courseadmin/6818/PHIL%202125%20Syllabus%20-%20Davis%2C%20M.pdf']",University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,ESIA: Humanities (ESHC),,,"Phil Troutman (trout) (08/01/22 4:16 pm): Reviewed syllabus for WID criteria, which are met; approving for WID.
Susan DeCicco (susandecicco) (08/02/22 8:47 am): Rollback: Hello. With regards to the syllabus: please include a semester schedule listing a total of 15 weeks; 14 weeks of lecture and 1 week for the final. Thank you.",Changes saved but not submitted
PHIL 2132W,Social and Political Philosophy,,07/04/17 4:03 am,06/30/17 1:15 pm,Social and Political Philosophy,Social & Political Philosophy,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6821/blank.pdf'],University general education: Critical analysis in the humanities (CAH),,,ESIA: Humanities (ESHC),,,,
PHIL 3100W,Selected Topics,,11/09/17 4:03 am,11/07/17 4:54 pm,Selected Topics,Selected Topics,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/8657/SP15_Religion%20%26%20Political%20Dissent_Malone-France.doc'],,,,,,,,
PHIL 3113W,Nineteenth-Century Philosophy,,06/25/19 4:07 am,06/20/19 11:49 am,Nineteenth-Century Philosophy,Nineteenth-Century Philosophy,Summer 2019,PHIL 3113 - Nineteenth-Century Philosophy,['https://next.bulletin.gwu.edu/courseadmin/9875/PHIL%203113W%20syllabus.pdf'],,,,ESIA: European and Eurasia concentration (ERCC),,,,
PHIL 3142W,Philosophy of Law,,07/04/17 4:03 am,06/30/17 1:19 pm,Philosophy of Law,Philosophy of Law,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6870/blank.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Local/Civil engagement (CLCE),,ESIA: Humanities (ESHC),,,,
PHIL 3142,Philosophy of Law,,,,Philosophy of Law,Philosophy of Law,,,[],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Local/Civil engagement (CLCE),,ESIA: Humanities (ESHC),,,,
PHIL 3151W,Philosophy and Science,,11/09/17 4:03 am,11/07/17 4:54 pm,Philosophy and Science,Philosophy and Science,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/6872/Existing%20prog%20or%20course.docx'],University general education: Critical analysis in the humanities (CAH),,,ESIA: Humanities (ESHC),,,,
PHIL 3162W,Philosophy of Art,,07/04/17 4:02 am,06/30/17 1:27 pm,Philosophy of Art,Philosophy of Art,Fall 2017,PHIL 3162 - Philosophy of Art,['https://next.bulletin.gwu.edu/courseadmin/6646/PHIL%203162W_Philosophy%20of%20Art.doc'],,,,ESIA: Humanities (ESHC),,,,
PHIL 3172W,American Philosophy,,07/04/17 4:03 am,06/30/17 1:29 pm,American Philosophy,American Philosophy,Fall 2017,PHIL 3172 - American Philosophy,['https://next.bulletin.gwu.edu/courseadmin/8898/PHIL%203172W%20American%20Philosophy_Carr_.docx'],,,,,,,,
PHIL 4192W,Analytical Philosophy,,,06/16/15 4:46 pm,Analytical Philosophy,Analytical Philosophy,Fall 2015,,['https://next.bulletin.gwu.edu/courseadmin/9961/Analytical%20Philosophy_PHIL_4192_10.pdf'],,,,ESIA: Humanities (ESHC),,,,"New Course Proposal
Changes saved but not submitted"
PHIL 4193W,Twentieth-Century Continental Philosophy,,07/04/17 4:03 am,06/30/17 1:33 pm,Twentieth-Century Continental Philosophy,Continental Philosophy,Fall 2017,PHIL 4193 - Twentieth-Century Continental Philosophy,['https://next.bulletin.gwu.edu/courseadmin/8901/PHIL%204193W%20Syllabus_Weiss.doc'],,,,ESIA: Humanities (ESHC),,,,
PHIL 4195W,Topics in Value Theory,,11/14/17 4:02 am,11/07/17 4:54 pm,Topics in Value Theory,Topics in Value Theory,Spring 2017,PHIL 4195 - Topics in Value Theory,['https://next.bulletin.gwu.edu/courseadmin/6679/PHIL%204195W%20Malone-France%20SP14.doc'],,,,,,,,
PHIL 4198W,Proseminar in Philosophy,,07/11/18 4:03 am,06/25/18 2:41 pm,Proseminar in Philosophy,Proseminar in Philosophy,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/6516/Phil%204198%20sample%20syllabus%20for%20GPAC%20Oral%20Communication%20Requirement.doc'],,CCOM,,ESIA: Humanities (ESHC),,,,
PHIL 4199W,Readings and Research,,07/19/19 4:07 am,01/22/20 9:41 am,Readings and Research,Readings and Research,,,"['https://next.bulletin.gwu.edu/courseadmin/11065/Form%20to%20Advise%20Readings%20and%20Research%20WID.docx', 'https://next.bulletin.gwu.edu/courseadmin/11065/PHIL%204199_WID%20Course%20Proposal%20Form%20(Updated%202017).docx']",,,,,,,,Changes saved but not submitted
PHYS 0801W,Dean's Seminar,,01/09/19 12:07 pm,12/02/18 5:24 pm,Dean's Seminar,Dean's Seminar,Spring 2019,,[],,,,,,,,Course Deactivation Proposal
PHYS 1003W,Physics for Future Presidents,,01/11/17 4:02 am,01/10/17 9:15 pm,Physics for Future Presidents,Physics for Future Presidents,,,[],University general education: Scientific reasoning (CSCI),,,ESIA: Science (ESCI),,,"candaceg (11/28/16 10:42 am): Rollback: Hi Ariel, please attach a syllabus for this course. thanks!",
PHYS 1007W,Music and Physics,,06/25/19 4:06 am,06/20/19 11:50 am,Music and Physics,Music and Physics,Summer 2019,,[],,,,,,,,
PHYS 1008W,Origin and Evolution of Ideas in Physics,,06/25/19 4:06 am,06/20/19 11:51 am,Origin and Evolution of Ideas in Physics,Origin/Evolution:Ideas-Physics,Summer 2019,,[],,,,,,,,
PHYS 1022W,University Physics II,,04/02/19 4:05 am,03/17/19 12:44 pm,University Physics II,University Physics II,Fall 2019,,['https://next.bulletin.gwu.edu/courseadmin/6969/place%20holder.pdf'],University general education: Scientific reasoning (CSCI),,,,,,,Course Deactivation Proposal
PHYS 1023W,Modern Physics,,04/02/19 4:08 am,12/02/18 5:26 pm,Modern Physics,Modern Physics,Spring 2019,,['https://next.bulletin.gwu.edu/courseadmin/6970/blank.pdf'],,,HONR: Scientific reasoning and discovery (HSRD),,,,,Course Deactivation Proposal
PHYS 2151W,Intermediate Laboratory I: Techniques and Methods,,12/03/19 4:09 am,12/02/19 9:54 am,Intermediate Laboratory I: Techniques and Methods,Intermediate Laboratory,Spring 2020,,['https://next.bulletin.gwu.edu/courseadmin/6975/Syllabus%202151%20spring%202018.docx'],,,,,,,,
PHYS 4195W,Physics Capstone,,04/09/18 1:23 pm,01/22/20 10:23 am,Physics Capstone,Physics Capstone,,,"['https://next.bulletin.gwu.edu/courseadmin/11227/CCAS%20GPAC%20Faculty%20Checklist%20PHYS%204195W.pdf', 'https://next.bulletin.gwu.edu/courseadmin/11227/PHYS%204195-%20GPAC%20Submission.pdf']",,CCOM,,,,,,Changes saved but not submitted
PPOL 0721W,Writing for Social Policy,,05/24/14 4:46 am,03/28/14 11:08 am,Writing for Social Policy,Writing for Social Policy,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
PPPA 6140,Introduction to Environmental Law,,,,Introduction to Environmental Law,Intro to Environmental Law,,,[],,,,,,,,
PSC 3500W,Advanced Topics in Political Science,,07/08/21 4:04 am,07/07/21 3:59 pm,Advanced Topics in Political Science,Advanced Topics,Fall 2021,,"['https://next.bulletin.gwu.edu/courseadmin/25991/WID%20Course%20Proposal%20Form%20Grynaviski.pdf', 'https://next.bulletin.gwu.edu/courseadmin/25991/WID%20Special%20Topics%20Syllabus%20Template%20updated%2010%202020.pdf', 'https://next.bulletin.gwu.edu/courseadmin/25991/WID%20Syllabus_PSC3500W_grynaviski.pdf']",,,,,,,,
PSC 0751W,To Be Announced,,05/24/14 4:42 am,04/07/14 4:40 pm,To Be Announced,To Be Announced,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
PSC 1001W,Introduction to Comparative Politics,,07/10/17 4:02 am,07/06/17 11:30 am,Introduction to Comparative Politics,Intro to Comparative Politics,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6267/Place%20Holder.pdf'],University general education: Critical analysis in the social sciences (CASS),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,
PSC 1002W,Introduction to American Politics and Government,,08/17/17 4:02 am,08/16/17 2:47 pm,Introduction to American Politics and Government,Intro-American Politics & Govt,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6269/Place%20Holder.pdf'],University general education: Critical analysis in the social sciences (CASS),CCAS G-PAC: Local/Civil engagement (CLCE),,,,,,
PSC 1003W,Introduction to International Politics,,09/23/19 10:27 am,09/18/19 1:45 pm,Introduction to International Politics,Intro-International Politics,Spring 2020,IAFF 1005 - Introduction to International Affairs,['https://next.bulletin.gwu.edu/courseadmin/12126/PSC1003Syllabus_S2020_WIDproposal_final-2.docx'],,,,,,,,
PSC 1012W,Introduction to Politics II,,04/27/17 4:03 am,02/23/17 4:54 pm,Introduction to Politics II,Introduction to Politics II,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/7158/Syllabus%20blank.docx'],University general education: Critical analysis in the social sciences (CASS),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,
PSC 2106W,Major Issues of Western Political Thought II,,07/10/17 4:02 am,07/05/17 4:54 pm,Major Issues of Western Political Thought II,Maj Issues-West Pol Thought 2,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/6283/TESTING.docx'],,,,ESIA: European and Eurasia concentration (ERCC),,,,
AMST 2120W,Freedom in American Thought and Popular Culture,AMST 2120 / PSC 2120 / PSC 2120W,10/04/19 4:03 am,01/24/20 10:54 am,Freedom in American Thought and Popular Culture,Freedom in Am. Thought/PopCult,,"AMST 2120 - Freedom in American Thought and Popular Culture
PSC 2120 - Freedom in American Thought and Popular Culture
PSC 2120W - Freedom in American Thought and Popular Culture",['https://next.bulletin.gwu.edu/courseadmin/233/Blank.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,Changes saved but not submitted
PSC 2218W,Legislative Politics,,04/13/17 11:33 am,03/19/17 10:58 am,Legislative Politics,Legislative Politics,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/6297/TESTING.docx'],,,,,,,,
PSC 2367W,Human Rights,,06/26/18 4:03 am,06/25/18 2:44 pm,Human Rights,Human Rights,Fall 2018,"CLAS 2105W - Special Topics
CLAS 3901W - Directed Project
HIST 3820W - The History of Israel",['https://next.bulletin.gwu.edu/courseadmin/6315/TESTING.docx'],,,,,,,,
PSC 2377W,Comparative Politics of the Middle East,,04/13/17 11:33 am,03/19/17 10:56 am,Comparative Politics of the Middle East,Comp Pol of the Middle East,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/6324/TESTING.docx'],,,,"ESIA: Comparative political, economic, and social systems concentration (EFCA)",,,,
PSC 2442W,International Organizations,,04/13/17 11:33 am,03/19/17 11:05 am,International Organizations,International Organizations,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/6331/TESTING.docx'],,,,ESIA: International politics (ESIP),,,,
PSC 2444,Public International Law,,,,Public International Law,Public International Law,,,[],,,,ESIA: Conflict resolution concentration (EFCB),,,,
PSC 2446W,U.S. Foreign Policy,,03/12/18 4:04 am,02/27/18 3:01 pm,U.S. Foreign Policy,U.S. Foreign Policy,Fall 2018,PSC 2446 - U.S. Foreign Policy,['https://next.bulletin.gwu.edu/courseadmin/11071/PSC%202446W%20--%20US%20Foreign%20Policy%20--%20Fall%202018.docx'],,,,ESIA: International politics (ESIP),,,Gil Huerta (ghuerta) (01/02/18 11:53 am): Elizabeth Saunders' course syllabus approved by Gordon Mantler on 12/28/17.,
PSC 2449W,International Security Politics,,04/13/17 11:34 am,03/19/17 11:05 am,International Security Politics,Internat'l Security Politics,Spring 2017,,['https://next.bulletin.gwu.edu/courseadmin/6335/TESTING.docx'],,,,ESIA: International politics (ESIP),,,,
PSC 2451W,Theory of War,,06/26/18 4:02 am,06/25/18 2:45 pm,Theory of War,Theory of War,Fall 2018,PSC 2451 - Theory of War,['https://next.bulletin.gwu.edu/courseadmin/10045/Theory%20of%20War%20syllabus%20Spring%202015.doc'],,,,ESIA: Conflict resolution concentration (EFCB),,,,
PSC 2476W,The Arab-Israeli Conflict,,10/06/16 4:05 am,08/08/16 1:15 pm,The Arab-Israeli Conflict,The Arab-Israeli Conflict,Fall 2016,,['https://next.bulletin.gwu.edu/courseadmin/10414/AIC%20Syllabus%20Template%20Form.doc'],,,,"ESIA: Comparative political, economic, and social systems concentration (EFCA)",,"This is being submitted as a WID class. A course proposal has been forwarded to Randi Kristensen, Director of WID, for review.","Elizabeth Chacko (echacko) (03/08/16 8:57 am): Rollback: Some of the required elements are missing from the syllabus. All syllabi should have statements on academic integrity, accommodation for religious holidays, disability support services, counseling, security etc.Bruce, I will send you a syllabus template via email so that your assistant can check against the template before re-submitting.",
PSC 2990W,Selected Topics,,12/16/23 4:03 am,12/13/23 3:58 pm,Selected Topics,Selected Topics,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/7211/Blank.docx'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,
PSC 2994W,Special Topics in International Relations,,06/27/18 4:03 am,06/07/18 2:17 pm,Special Topics in International Relations,Spec Topics Interntl Relations,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/6356/TESTING.docx'],,,,,,,,
PSC 3137W,Development Politics,,05/24/14 4:45 am,04/07/14 4:51 pm,Development Politics,Development Politics,Summer 2014,,[],,,,ESIA: International politics (ESIP),,,,Course Deactivation Proposal
PSC 3192W,Proseminar: Political Science,,07/10/17 4:03 am,07/05/17 5:49 pm,Proseminar: Political Science,Proseminar: Political Science,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/7218/BLANK.pdf'],,,,,,,,
PSC 5476W,The Arab-Israeli Conflict,,04/12/18 4:04 am,02/15/18 1:59 pm,The Arab-Israeli Conflict,The Arab-Israeli Conflict,Fall 2018,,[],,,,,,,,Course Deactivation Proposal
PSC 6114,Theories of Judicial Review,,,,Theories of Judicial Review,Theories of Judicial Review,,,[],,,,,,,,
